;Flughafen_Airline;Datum;mean_Preis;
1740;New York-AUA;20.08.2019;422,3333333;0,001581028
1741;New York-AUA;21.08.2019;421,6666667;-0,001578532
1742;New York-AUA;22.08.2019;425;0,007905138
1743;New York-AUA;23.08.2019;424;-0,002352941
1744;New York-AUA;24.08.2019;425;0,002358491
1745;New York-AUA;25.08.2019;425;0
1746;New York-AUA;26.08.2019;425;0
1747;New York-AUA;27.08.2019;424;-0,002352941
1748;New York-AUA;28.08.2019;424;0
1749;New York-AUA;29.08.2019;424;0
1750;New York-AUA;30.08.2019;425;0,002358491
1751;New York-AUA;31.08.2019;425;0
1752;New York-AUA;01.09.2019;449;0,056470588
1753;New York-AUA;02.09.2019;449;0
1754;New York-AUA;03.09.2019;450;0,002227171
1755;New York-AUA;04.09.2019;458;0,017777778
1756;New York-AUA;05.09.2019;474;0,034934498
1757;New York-AUA;06.09.2019;474;0
1758;New York-AUA;07.09.2019;468,3333333;-0,011954993
1759;New York-AUA;08.09.2019;474;0,012099644
1760;New York-AUA;09.09.2019;491;0,035864979
1761;New York-AUA;10.09.2019;468,3333333;-0,046164291
1762;New York-AUA;11.09.2019;686,6666667;0,466192171
1763;New York-AUA;12.09.2019;793,6666667;0,155825243
1764;New York-AUA;13.09.2019;794,3333333;0,000839983
1765;New York-AUA;14.09.2019;765,3333333;-0,036508603
1766;New York-AUA;15.09.2019;801;0,046602787
1767;New York-AUA;16.09.2019;767;-0,042446941
1768;New York-AUA;17.09.2019;527;-0,312907432
1769;New York-AUA;18.09.2019;645;0,223908918
1770;New York-AUA;19.09.2019;795,6666667;0,233591731
1771;New York-AUA;20.09.2019;787;-0,010892333
1772;New York-AUA;21.09.2019;797,6666667;0,013553579
1773;New York-AUA;22.09.2019;792,3333333;-0,006686168
1774;New York-AUA;23.09.2019;726;-0,083718973
1775;New York-AUA;24.09.2019;787,3333333;0,084481175
1776;New York-AUA;25.09.2019;556,6666667;-0,292972058
1777;New York-AUA;26.09.2019;545,6666667;-0,019760479
1778;New York-AUA;27.09.2019;545,6666667;0
1779;New York-AUA;28.09.2019;542;-0,006719609
1780;New York-AUA;29.09.2019;543;0,001845018
1781;New York-AUA;30.09.2019;545,6666667;0,004910988
1782;New York-AUA;01.10.2019;523;-0,041539401
1783;New York-AUA;02.10.2019;505;-0,034416826
1784;New York-AUA;03.10.2019;526;0,041584158
1785;New York-AUA;04.10.2019;535,3333333;0,01774398
1786;New York-AUA;05.10.2019;526,6666667;-0,01618929
1787;New York-AUA;06.10.2019;682,6666667;0,296202532
1788;New York-AUA;07.10.2019;767,3333333;0,124023437
1789;New York-AUA;08.10.2019;771,3333333;0,005212858
1790;New York-AUA;09.10.2019;774;0,003457217
1791;New York-AUA;10.10.2019;767,3333333;-0,008613264
1792;New York-AUA;11.10.2019;767;-0,000434405
1793;New York-AUA;12.10.2019;786,6666667;0,025641026
1794;New York-AUA;13.10.2019;804;0,022033898
1795;New York-AUA;14.10.2019;669;-0,167910448
1796;New York-AUA;15.10.2019;492;-0,264573991
1797;New York-AUA;16.10.2019;483,3333333;-0,017615176
1798;New York-AUA;17.10.2019;475,3333333;-0,016551724
1799;New York-AUA;18.10.2019;475;-0,000701262
1800;New York-AUA;19.10.2019;472;-0,006315789
1801;New York-AUA;20.10.2019;472;0
1802;New York-AUA;21.10.2019;475;0,006355932
1803;New York-AUA;22.10.2019;460,6666667;-0,030175439
1804;New York-AUA;23.10.2019;486;0,054992764
1805;New York-AUA;24.10.2019;486;0
1806;New York-AUA;25.10.2019;486;0
1807;New York-AUA;26.10.2019;486;0
1808;New York-AUA;27.10.2019;486;0
1809;New York-AUA;28.10.2019;486;0
1810;New York-AUA;29.10.2019;486;0
1811;New York-AUA;30.10.2019;486;0
1812;New York-AUA;31.10.2019;502,6666667;0,034293553
1813;New York-AUA;01.11.2019;486;-0,033156499
1814;New York-AUA;02.11.2019;511;0,051440329
1815;New York-AUA;03.11.2019;511;0
1816;New York-AUA;04.11.2019;511;0
1817;New York-AUA;05.11.2019;511;0
1818;New York-AUA;06.11.2019;511;0
1819;New York-AUA;07.11.2019;561;0,097847358
1820;New York-AUA;08.11.2019;467,6666667;-0,166369578
1821;New York-AUA;09.11.2019;483,3333333;0,033499644
1822;New York-AUA;10.11.2019;483,3333333;0
1823;New York-AUA;11.11.2019;485;0,003448276
1824;New York-AUA;12.11.2019;487;0,004123711
1825;New York-AUA;13.11.2019;486;-0,002053388
1826;New York-AUA;14.11.2019;486,3333333;0,000685871
1827;New York-AUA;15.11.2019;486,6666667;0,000685401
1828;New York-AUA;16.11.2019;484;-0,005479452
1829;New York-AUA;17.11.2019;484;0
1830;New York-AUA;18.11.2019;429;-0,113636364
1831;New York-AUA;19.11.2019;464,3333333;0,082362082
1832;New York-AUA;20.11.2019;578,6666667;0,246231156
1833;New York-AUA;21.11.2019;496;-0,142857143
1834;New York-AUA;22.11.2019;491;-0,010080645
1835;New York-AUA;23.11.2019;574;0,16904277
1836;New York-AUA;24.11.2019;692,6666667;0,206736353
1837;New York-AUA;25.11.2019;495;-0,285370549
1838;New York-AUA;26.11.2019;488,3333333;-0,013468013
1839;New York-AUA;27.11.2019;716;0,466211604
1840;New York-AUA;28.11.2019;695;-0,029329609
1841;New York-AUA;29.11.2019;543;-0,218705036
1842;New York-AUA;30.11.2019;622,3333333;0,146101903
1843;New York-AUA;01.12.2019;543,3333333;-0,126941618
1844;New York-AUA;02.12.2019;473,6666667;-0,128220859
1845;New York-AUA;03.12.2019;719,3333333;0,518648839
1846;New York-AUA;04.12.2019;718,6666667;-0,000926784
1847;New York-AUA;05.12.2019;710;-0,012059369
1848;New York-AUA;06.12.2019;710;0
1849;New York-AUA;07.12.2019;710;0
1850;New York-AUA;08.12.2019;710;0
1851;New York-AUA;09.12.2019;710;0
1852;New York-AUA;10.12.2019;710;0
1853;New York-AUA;11.12.2019;732,6666667;0,031924883
1854;New York-AUA;12.12.2019;718,3333333;-0,019563239
1855;New York-AUA;13.12.2019;710;-0,011600928
1856;New York-AUA;14.12.2019;710;0
1857;New York-AUA;15.12.2019;731;0,029577465
1858;New York-AUA;16.12.2019;554,6666667;-0,24122207
1859;New York-AUA;17.12.2019;725;0,307091346
1860;New York-AUA;18.12.2019;533;-0,264827586
1861;New York-AUA;19.12.2019;518,6666667;-0,026891807
1862;New York-AUA;20.12.2019;710;0,368894602
1863;New York-AUA;21.12.2019;710;0
1864;New York-AUA;22.12.2019;726;0,022535211
1865;New York-AUA;23.12.2019;715,3333333;-0,014692378
1866;New York-AUA;24.12.2019;710;-0,007455732
1867;New York-AUA;25.12.2019;710;0
1868;New York-AUA;26.12.2019;566;-0,202816901
1869;New York-AUA;27.12.2019;720,6666667;0,273262662
1870;New York-AUA;28.12.2019;710;-0,01480111
1871;New York-AUA;29.12.2019;710;0
1872;New York-AUA;30.12.2019;710;0
1873;New York-AUA;31.12.2019;709;-0,001408451
1874;New York-AUA;01.01.2020;710;0,001410437
1875;New York-AUA;02.01.2020;716,3333333;0,008920188
1876;New York-AUA;03.01.2020;710;-0,008841322
1877;New York-AUA;04.01.2020;715,3333333;0,007511737
1878;New York-AUA;05.01.2020;667,6666667;-0,066635601
1879;New York-AUA;06.01.2020;539;-0,192710934
1880;New York-AUA;07.01.2020;536;-0,005565863
1881;New York-AUA;08.01.2020;660;0,231343284
1882;New York-AUA;09.01.2020;649,3333333;-0,016161616
1883;New York-AUA;10.01.2020;572,3333333;-0,118583162
1884;New York-AUA;11.01.2020;535,6666667;-0,06406523
1885;New York-AUA;12.01.2020;566;0,056627256
1886;New York-AUA;13.01.2020;732;0,293286219
1887;New York-AUA;14.01.2020;707;-0,034153005
1888;New York-AUA;15.01.2020;706,6666667;-0,000471476
1889;New York-AUA;16.01.2020;701,6666667;-0,007075472
1890;New York-AUA;17.01.2020;717,6666667;0,02280285
1891;New York-AUA;18.01.2020;719,6666667;0,002786809
1892;New York-AUA;19.01.2020;720,3333333;0,000926355
1893;New York-UAL;01.08.2019;701;0
1894;New York-UAL;02.08.2019;738;0,05278174
1895;New York-UAL;03.08.2019;738;0
1896;New York-UAL;04.08.2019;738;0
1897;New York-UAL;05.08.2019;746,3333333;0,01129178
1898;New York-UAL;06.08.2019;482;-0,354175971
1899;New York-UAL;07.08.2019;427;-0,114107884
1900;New York-UAL;08.08.2019;426;-0,00234192
1901;New York-UAL;09.08.2019;426;0
1902;New York-UAL;10.08.2019;426;0
1903;New York-UAL;11.08.2019;426;0
1904;New York-UAL;12.08.2019;426;0
1905;New York-UAL;13.08.2019;427;0,002347418
1906;New York-UAL;14.08.2019;426;-0,00234192
1907;New York-UAL;15.08.2019;427;0,002347418
1908;New York-UAL;16.08.2019;427;0
1909;New York-UAL;17.08.2019;427;0
1910;New York-UAL;18.08.2019;427;0
1911;New York-UAL;19.08.2019;427;0
1912;New York-UAL;20.08.2019;427;0
1913;New York-UAL;21.08.2019;427;0
1914;New York-UAL;22.08.2019;427;0
1915;New York-UAL;23.08.2019;427;0
1916;New York-UAL;24.08.2019;427;0
1917;New York-UAL;25.08.2019;427;0
1918;New York-UAL;26.08.2019;427;0
1919;New York-UAL;27.08.2019;427;0
1920;New York-UAL;28.08.2019;427;0
1921;New York-UAL;29.08.2019;427;0
1922;New York-UAL;30.08.2019;427;0
1923;New York-UAL;31.08.2019;427;0
1924;New York-UAL;01.09.2019;452;0,058548009
1925;New York-UAL;02.09.2019;452;0
1926;New York-UAL;03.09.2019;453;0,002212389
1927;New York-UAL;04.09.2019;461,3333333;0,018395879
1928;New York-UAL;05.09.2019;478;0,036127168
1929;New York-UAL;06.09.2019;477;-0,00209205
1930;New York-UAL;07.09.2019;477;0
1931;New York-UAL;08.09.2019;477;0
1932;New York-UAL;09.09.2019;477;0
1933;New York-UAL;10.09.2019;477;0
1934;New York-UAL;11.09.2019;477;0
1935;New York-UAL;12.09.2019;564;0,182389937
1936;New York-UAL;13.09.2019;738;0,308510638
1937;New York-UAL;14.09.2019;738;0
1938;New York-UAL;15.09.2019;738;0
1939;New York-UAL;16.09.2019;738;0
1940;New York-UAL;17.09.2019;738;0
1941;New York-UAL;18.09.2019;738;0
1942;New York-UAL;19.09.2019;765,3333333;0,037037037
1943;New York-UAL;20.09.2019;820;0,071428571
1944;New York-UAL;21.09.2019;820;0
1945;New York-UAL;22.09.2019;820;0
1946;New York-UAL;23.09.2019;828,3333333;0,010162602
1947;New York-UAL;24.09.2019;828,3333333;0
1948;New York-UAL;25.09.2019;568,3333333;-0,3138833
1949;New York-UAL;26.09.2019;584;0,027565982
1950;New York-UAL;27.09.2019;568,3333333;-0,026826484
1951;New York-UAL;28.09.2019;560;-0,014662757
1952;New York-UAL;29.09.2019;560;0
1953;New York-UAL;30.09.2019;560;0
1954;New York-UAL;01.10.2019;553;-0,0125
1955;New York-UAL;02.10.2019;525;-0,050632911
1956;New York-UAL;03.10.2019;544;0,036190476
1957;New York-UAL;04.10.2019;557;0,023897059
1958;New York-UAL;05.10.2019;548,6666667;-0,014961101
1959;New York-UAL;06.10.2019;818;0,490886999
1960;New York-UAL;07.10.2019;818;0
1961;New York-UAL;08.10.2019;818;0
1962;New York-UAL;09.10.2019;818;0
1963;New York-UAL;10.10.2019;818;0
1964;New York-UAL;11.10.2019;818;0
1965;New York-UAL;12.10.2019;818;0
1966;New York-UAL;13.10.2019;818;0
1967;New York-UAL;14.10.2019;714,3333333;-0,126731866
1968;New York-UAL;15.10.2019;506;-0,291647224
1969;New York-UAL;16.10.2019;511;0,009881423
1970;New York-UAL;17.10.2019;512;0,001956947
1971;New York-UAL;18.10.2019;511;-0,001953125
1972;New York-UAL;19.10.2019;511;0
1973;New York-UAL;20.10.2019;511;0
1974;New York-UAL;21.10.2019;511;0
1975;New York-UAL;22.10.2019;490,3333333;-0,040443575
1976;New York-UAL;23.10.2019;451;-0,080217539
1977;New York-UAL;24.10.2019;452,6666667;0,003695492
1978;New York-UAL;25.10.2019;449;-0,008100147
1979;New York-UAL;26.10.2019;447;-0,004454343
1980;New York-UAL;27.10.2019;447;0
1981;New York-UAL;28.10.2019;449;0,004474273
1982;New York-UAL;29.10.2019;450;0,002227171
1983;New York-UAL;30.10.2019;436;-0,031111111
1984;New York-UAL;31.10.2019;448,6666667;0,029051988
1985;New York-UAL;01.11.2019;448,3333333;-0,000742942
1986;New York-UAL;02.11.2019;445;-0,007434944
1987;New York-UAL;03.11.2019;445,6666667;0,001498127
1988;New York-UAL;04.11.2019;448;0,005235602
1989;New York-UAL;05.11.2019;448;0
1990;New York-UAL;06.11.2019;464,6666667;0,037202381
1991;New York-UAL;07.11.2019;506;0,088952654
1992;New York-UAL;08.11.2019;536;0,059288538
1993;New York-UAL;09.11.2019;536;0
1994;New York-UAL;10.11.2019;536;0
1995;New York-UAL;11.11.2019;536;0
1996;New York-UAL;12.11.2019;537;0,001865672
1997;New York-UAL;13.11.2019;536;-0,001862197
1998;New York-UAL;14.11.2019;537;0,001865672
1999;New York-UAL;15.11.2019;537;0
2000;New York-UAL;16.11.2019;537;0
2001;New York-UAL;17.11.2019;537;0
2002;New York-UAL;18.11.2019;462;-0,139664804
2003;New York-UAL;19.11.2019;536;0,16017316
2004;New York-UAL;20.11.2019;767;0,430970149
2005;New York-UAL;21.11.2019;650,3333333;-0,152107779
2006;New York-UAL;22.11.2019;511;-0,214249103
2007;New York-UAL;23.11.2019;736,6666667;0,441617743
2008;New York-UAL;24.11.2019;745;0,011312217
2009;New York-UAL;25.11.2019;552;-0,259060403
2010;New York-UAL;26.11.2019;512;-0,072463768
2011;New York-UAL;27.11.2019;746;0,45703125
2012;New York-UAL;28.11.2019;746;0
2013;New York-UAL;29.11.2019;746;0
2014;New York-UAL;30.11.2019;746;0
2015;New York-UAL;01.12.2019;581,6666667;-0,22028597
2016;New York-UAL;02.12.2019;503,6666667;-0,134097421
2017;New York-UAL;03.12.2019;746;0,481138319
2018;New York-UAL;04.12.2019;745;-0,001340483
2019;New York-UAL;05.12.2019;745;0
2020;New York-UAL;06.12.2019;745;0
2021;New York-UAL;07.12.2019;745;0
2022;New York-UAL;08.12.2019;745;0
2023;New York-UAL;09.12.2019;745;0
2024;New York-UAL;10.12.2019;745;0
2025;New York-UAL;11.12.2019;745;0
2026;New York-UAL;12.12.2019;745;0
2027;New York-UAL;13.12.2019;745;0
2028;New York-UAL;14.12.2019;745;0
2029;New York-UAL;15.12.2019;759,6666667;0,019686801
2030;New York-UAL;16.12.2019;759,6666667;0
2031;New York-UAL;17.12.2019;745;-0,019306713
2032;New York-UAL;18.12.2019;561;-0,246979866
2033;New York-UAL;19.12.2019;544,3333333;-0,029708853
2034;New York-UAL;20.12.2019;745;0,368646663
2035;New York-UAL;21.12.2019;745;0
2036;New York-UAL;22.12.2019;745;0
2037;New York-UAL;23.12.2019;745;0
2038;New York-UAL;24.12.2019;745;0
2039;New York-UAL;25.12.2019;745;0
2040;New York-UAL;26.12.2019;745;0
2041;New York-UAL;27.12.2019;745;0
2042;New York-UAL;28.12.2019;745;0
2043;New York-UAL;29.12.2019;745;0
2044;New York-UAL;30.12.2019;745;0
2045;New York-UAL;31.12.2019;744;-0,001342282
2046;New York-UAL;01.01.2020;745;0,001344086
2047;New York-UAL;02.01.2020;745;0
2048;New York-UAL;03.01.2020;745;0
2049;New York-UAL;04.01.2020;745;0
2050;New York-UAL;05.01.2020;745;0
2051;New York-UAL;06.01.2020;561;-0,246979866
2052;New York-UAL;07.01.2020;561;0
2053;New York-UAL;08.01.2020;691,3333333;0,232323232
2054;New York-UAL;09.01.2020;745;0,077627772
2055;New York-UAL;10.01.2020;691,3333333;-0,072035794
2056;New York-UAL;11.01.2020;561;-0,18852459
2057;New York-UAL;12.01.2020;584;0,040998217
2058;New York-UAL;13.01.2020;767;0,313356164
2059;New York-UAL;14.01.2020;745;-0,028683181
2060;New York-UAL;15.01.2020;745;0
2061;New York-UAL;16.01.2020;745;0
2062;New York-UAL;17.01.2020;759,6666667;0,019686801
2063;New York-UAL;18.01.2020;767;0,009653357
2064;New York-UAL;19.01.2020;752,3333333;-0,019122121
2065;Tokio-ANA;01.08.2019;654,6666667;0
2066;Tokio-ANA;02.08.2019;683,3333333;0,043788187
2067;Tokio-ANA;03.08.2019;712,6666667;0,042926829
2068;Tokio-ANA;04.08.2019;757,6666667;0,063143124
2069;Tokio-ANA;05.08.2019;701;-0,074791025
2070;Tokio-ANA;06.08.2019;713;0,017118402
2071;Tokio-ANA;07.08.2019;736;0,032258065
2072;Tokio-ANA;08.08.2019;740,3333333;0,005887681
2073;Tokio-ANA;09.08.2019;697,3333333;-0,058081945
2074;Tokio-ANA;10.08.2019;696,3333333;-0,001434034
2075;Tokio-ANA;11.08.2019;696,3333333;0
2076;Tokio-ANA;12.08.2019;693,6666667;-0,003829584
2077;Tokio-ANA;13.08.2019;702,6666667;0,012974531
2078;Tokio-ANA;14.08.2019;703;0,000474383
2079;Tokio-ANA;15.08.2019;759;0,079658606
2080;Tokio-ANA;16.08.2019;733,6666667;-0,033377251
2081;Tokio-ANA;17.08.2019;701;-0,044525216
2082;Tokio-ANA;18.08.2019;696,6666667;-0,006181645
2083;Tokio-ANA;19.08.2019;720,6666667;0,034449761
2084;Tokio-ANA;20.08.2019;698;-0,031452359
2085;Tokio-ANA;21.08.2019;693,3333333;-0,006685769
2086;Tokio-ANA;22.08.2019;703,6666667;0,014903846
2087;Tokio-ANA;23.08.2019;729,3333333;0,036475604
2088;Tokio-ANA;24.08.2019;758;0,039305302
2089;Tokio-ANA;25.08.2019;725,6666667;-0,042656113
2090;Tokio-ANA;26.08.2019;759,6666667;0,046853468
2091;Tokio-ANA;27.08.2019;724;-0,046950417
2092;Tokio-ANA;28.08.2019;708,6666667;-0,021178637
2093;Tokio-ANA;29.08.2019;703;-0,007996237
2094;Tokio-ANA;30.08.2019;721,3333333;0,02607871
2095;Tokio-ANA;31.08.2019;713,3333333;-0,011090573
2096;Tokio-ANA;01.09.2019;702;-0,01588785
2097;Tokio-ANA;02.09.2019;668;-0,048433048
2098;Tokio-ANA;03.09.2019;669;0,001497006
2099;Tokio-ANA;04.09.2019;668,6666667;-0,000498256
2100;Tokio-ANA;05.09.2019;635,3333333;-0,049850449
2101;Tokio-ANA;06.09.2019;636;0,001049318
2102;Tokio-ANA;07.09.2019;602,6666667;-0,052410901
2103;Tokio-ANA;08.09.2019;563;-0,065818584
2104;Tokio-ANA;09.09.2019;596;0,058614565
2105;Tokio-ANA;10.09.2019;597;0,001677852
2106;Tokio-ANA;11.09.2019;635,6666667;0,064768286
2107;Tokio-ANA;12.09.2019;635,6666667;0
2108;Tokio-ANA;13.09.2019;635,6666667;0
2109;Tokio-ANA;14.09.2019;634;-0,002621919
2110;Tokio-ANA;15.09.2019;633,6666667;-0,000525762
2111;Tokio-ANA;16.09.2019;635,6666667;0,003156234
2112;Tokio-ANA;17.09.2019;635,3333333;-0,000524384
2113;Tokio-ANA;18.09.2019;699,6666667;0,101259182
2114;Tokio-ANA;19.09.2019;794;0,134826108
2115;Tokio-ANA;20.09.2019;764,3333333;-0,03736356
2116;Tokio-ANA;21.09.2019;744,6666667;-0,025730484
2117;Tokio-ANA;22.09.2019;746,3333333;0,002238138
2118;Tokio-ANA;23.09.2019;713;-0,044662796
2119;Tokio-ANA;24.09.2019;689,6666667;-0,032725573
2120;Tokio-ANA;25.09.2019;663,6666667;-0,037699372
2121;Tokio-ANA;26.09.2019;680,6666667;0,025615269
2122;Tokio-ANA;27.09.2019;702,3333333;0,031831538
2123;Tokio-ANA;28.09.2019;702;-0,000474608
2124;Tokio-ANA;29.09.2019;701,6666667;-0,000474834
2125;Tokio-ANA;30.09.2019;679,6666667;-0,031353919
2126;Tokio-ANA;01.10.2019;658,6666667;-0,030897499
2127;Tokio-ANA;02.10.2019;655,3333333;-0,005060729
2128;Tokio-ANA;03.10.2019;655,3333333;0
2129;Tokio-ANA;04.10.2019;655,3333333;0
2130;Tokio-ANA;05.10.2019;637;-0,027975585
2131;Tokio-ANA;06.10.2019;654,6666667;0,027734171
2132;Tokio-ANA;07.10.2019;658,6666667;0,00610998
2133;Tokio-ANA;08.10.2019;782,3333333;0,187753036
2134;Tokio-ANA;09.10.2019;759,6666667;-0,028973157
2135;Tokio-ANA;10.10.2019;759,6666667;0
2136;Tokio-ANA;11.10.2019;763,3333333;0,004826678
2137;Tokio-ANA;12.10.2019;759,3333333;-0,005240175
2138;Tokio-ANA;13.10.2019;759,3333333;0
2139;Tokio-ANA;14.10.2019;740,6666667;-0,024582968
2140;Tokio-ANA;15.10.2019;701,3333333;-0,053105311
2141;Tokio-ANA;16.10.2019;701,3333333;0
2142;Tokio-ANA;17.10.2019;706,6666667;0,007604563
2143;Tokio-ANA;18.10.2019;703;-0,005188679
2144;Tokio-ANA;19.10.2019;686,3333333;-0,023707918
2145;Tokio-ANA;20.10.2019;701,6666667;0,022340942
2146;Tokio-ANA;21.10.2019;703,3333333;0,002375297
2147;Tokio-ANA;22.10.2019;701,3333333;-0,002843602
2148;Tokio-ANA;23.10.2019;699,6666667;-0,002376426
2149;Tokio-ANA;24.10.2019;704,3333333;0,006669843
2150;Tokio-ANA;25.10.2019;700,3333333;-0,005679129
2151;Tokio-ANA;26.10.2019;733,3333333;0,047120419
2152;Tokio-ANA;27.10.2019;695,3333333;-0,051818182
2153;Tokio-ANA;28.10.2019;698,6666667;0,004793864
2154;Tokio-ANA;29.10.2019;699,3333333;0,000954198
2155;Tokio-ANA;30.10.2019;699,3333333;0
2156;Tokio-ANA;31.10.2019;738;0,055290753
2157;Tokio-ANA;01.11.2019;738;0
2158;Tokio-ANA;02.11.2019;695,3333333;-0,057813911
2159;Tokio-ANA;03.11.2019;696,6666667;0,001917546
2160;Tokio-ANA;04.11.2019;700;0,004784689
2161;Tokio-ANA;05.11.2019;698,6666667;-0,001904762
2162;Tokio-ANA;06.11.2019;683,3333333;-0,021946565
2163;Tokio-ANA;07.11.2019;653,3333333;-0,043902439
2164;Tokio-ANA;08.11.2019;668,3333333;0,022959184
2165;Tokio-ANA;09.11.2019;679,6666667;0,016957606
2166;Tokio-ANA;10.11.2019;649;-0,045120157
2167;Tokio-ANA;11.11.2019;653;0,006163328
2168;Tokio-ANA;12.11.2019;652,6666667;-0,000510465
2169;Tokio-ANA;13.11.2019;655,6666667;0,004596527
2170;Tokio-ANA;14.11.2019;653;-0,004067107
2171;Tokio-ANA;15.11.2019;687,6666667;0,05308831
2172;Tokio-ANA;16.11.2019;696;0,012118274
2173;Tokio-ANA;17.11.2019;679,6666667;-0,023467433
2174;Tokio-ANA;18.11.2019;651,3333333;-0,041687102
2175;Tokio-ANA;19.11.2019;685;0,051688843
2176;Tokio-ANA;20.11.2019;682;-0,004379562
2177;Tokio-ANA;21.11.2019;651;-0,045454545
2178;Tokio-ANA;22.11.2019;651;0
2179;Tokio-ANA;23.11.2019;648,6666667;-0,003584229
2180;Tokio-ANA;24.11.2019;649;0,000513875
2181;Tokio-ANA;25.11.2019;651,3333333;0,003595275
2182;Tokio-ANA;26.11.2019;651,6666667;0,000511771
2183;Tokio-ANA;27.11.2019;651,6666667;0
2184;Tokio-ANA;28.11.2019;651,3333333;-0,000511509
2185;Tokio-ANA;29.11.2019;651,6666667;0,000511771
2186;Tokio-ANA;30.11.2019;649;-0,004092072
2187;Tokio-ANA;01.12.2019;647,6666667;-0,002054443
2188;Tokio-ANA;02.12.2019;651,3333333;0,005661348
2189;Tokio-ANA;03.12.2019;650,6666667;-0,001023541
2190;Tokio-ANA;04.12.2019;649,3333333;-0,00204918
2191;Tokio-ANA;05.12.2019;650;0,001026694
2192;Tokio-ANA;06.12.2019;650;0
2193;Tokio-ANA;07.12.2019;648;-0,003076923
2194;Tokio-ANA;08.12.2019;647,3333333;-0,001028807
2195;Tokio-ANA;09.12.2019;653;0,008753862
2196;Tokio-ANA;10.12.2019;665,3333333;0,018887187
2197;Tokio-ANA;11.12.2019;650;-0,023046092
2198;Tokio-ANA;12.12.2019;652,6666667;0,004102564
2199;Tokio-ANA;13.12.2019;653,3333333;0,00102145
2200;Tokio-ANA;14.12.2019;717;0,09744898
2201;Tokio-ANA;15.12.2019;679,3333333;-0,052533705
2202;Tokio-ANA;16.12.2019;719;0,058390579
2203;Tokio-ANA;17.12.2019;684;-0,04867872
2204;Tokio-ANA;18.12.2019;649,3333333;-0,050682261
2205;Tokio-ANA;19.12.2019;688,6666667;0,060574949
2206;Tokio-ANA;20.12.2019;756,3333333;0,098257502
2207;Tokio-ANA;21.12.2019;713,6666667;-0,056412517
2208;Tokio-ANA;22.12.2019;728,6666667;0,021018216
2209;Tokio-ANA;23.12.2019;826;0,13357731
2210;Tokio-ANA;24.12.2019;845,3333333;0,023405973
2211;Tokio-ANA;25.12.2019;805,3333333;-0,047318612
2212;Tokio-ANA;26.12.2019;714,6666667;-0,112582781
2213;Tokio-ANA;27.12.2019;979,6666667;0,370802239
2214;Tokio-ANA;28.12.2019;807;-0,176250425
2215;Tokio-ANA;29.12.2019;868,6666667;0,076414705
2216;Tokio-ANA;30.12.2019;917;0,055640829
2217;Tokio-ANA;31.12.2019;899;-0,019629226
2218;Tokio-ANA;01.01.2020;844,3333333;-0,060808306
2219;Tokio-ANA;02.01.2020;702,6666667;-0,167785235
2220;Tokio-ANA;03.01.2020;903;0,285104364
2221;Tokio-ANA;04.01.2020;817,3333333;-0,094868955
2222;Tokio-ANA;05.01.2020;897;0,097471452
2223;Tokio-ANA;06.01.2020;828,6666667;-0,076179859
2224;Tokio-ANA;07.01.2020;772,6666667;-0,067578439
2225;Tokio-ANA;08.01.2020;752,3333333;-0,026315789
2226;Tokio-ANA;09.01.2020;969,6666667;0,288879043
2227;Tokio-ANA;10.01.2020;895,6666667;-0,076314885
2228;Tokio-ANA;11.01.2020;1055;0,177893562
2229;Tokio-ANA;12.01.2020;994;-0,057819905
2230;Tokio-ANA;13.01.2020;933,3333333;-0,061032864
2231;Tokio-ANA;14.01.2020;1085,333333;0,162857143
2232;Tokio-ANA;15.01.2020;1011,666667;-0,067874693
2233;Tokio-ANA;16.01.2020;1667,333333;0,648105437
2234;Tokio-ANA;17.01.2020;2290,666667;0,37385046
2235;Tokio-ANA;18.01.2020;2313;0,009749709
2236;Tokio-ANA;19.01.2020;2313;0
2237;Tokio-AUA;01.08.2019;826,6666667;0
2238;Tokio-AUA;02.08.2019;825,3333333;-0,001612903
2239;Tokio-AUA;03.08.2019;808,6666667;-0,020193861
2240;Tokio-AUA;04.08.2019;777;-0,03915911
2241;Tokio-AUA;05.08.2019;827,6666667;0,065208065
2242;Tokio-AUA;06.08.2019;852,3333333;0,029802658
2243;Tokio-AUA;07.08.2019;852;-0,000391083
2244;Tokio-AUA;08.08.2019;852;0
2245;Tokio-AUA;09.08.2019;843,3333333;-0,010172144
2246;Tokio-AUA;10.08.2019;809,3333333;-0,040316206
2247;Tokio-AUA;11.08.2019;802,6666667;-0,008237232
2248;Tokio-AUA;12.08.2019;781;-0,026993355
2249;Tokio-AUA;13.08.2019;852,3333333;0,091335894
2250;Tokio-AUA;14.08.2019;852,3333333;0
2251;Tokio-AUA;15.08.2019;852,3333333;0
2252;Tokio-AUA;16.08.2019;852,3333333;0
2253;Tokio-AUA;17.08.2019;849,6666667;-0,003128666
2254;Tokio-AUA;18.08.2019;826;-0,02785406
2255;Tokio-AUA;19.08.2019;828,6666667;0,00322841
2256;Tokio-AUA;20.08.2019;879,3333333;0,061142397
2257;Tokio-AUA;21.08.2019;899;0,022365428
2258;Tokio-AUA;22.08.2019;900,3333333;0,001483129
2259;Tokio-AUA;23.08.2019;900,3333333;0
2260;Tokio-AUA;24.08.2019;897,6666667;-0,002961866
2261;Tokio-AUA;25.08.2019;873,6666667;-0,026735982
