;Flughafen_Airline;Datum;mean_Preis;
1168;Lissabon-AUA;14.12.2019;252,3333333;0
1169;Lissabon-AUA;15.12.2019;252;-0,001321004
1170;Lissabon-AUA;16.12.2019;252,6666667;0,002645503
1171;Lissabon-AUA;17.12.2019;252,6666667;0
1172;Lissabon-AUA;18.12.2019;252,6666667;0
1173;Lissabon-AUA;19.12.2019;252,6666667;0
1174;Lissabon-AUA;20.12.2019;252,6666667;0
1175;Lissabon-AUA;21.12.2019;252,6666667;0
1176;Lissabon-AUA;22.12.2019;252,6666667;0
1177;Lissabon-AUA;23.12.2019;252;-0,002638522
1178;Lissabon-AUA;24.12.2019;252;0
1179;Lissabon-AUA;25.12.2019;252;0
1180;Lissabon-AUA;26.12.2019;252;0
1181;Lissabon-AUA;27.12.2019;252;0
1182;Lissabon-AUA;28.12.2019;252;0
1183;Lissabon-AUA;29.12.2019;252;0
1184;Lissabon-AUA;30.12.2019;252;0
1185;Lissabon-AUA;31.12.2019;252;0
1186;Lissabon-AUA;01.01.2020;291;0,154761905
1187;Lissabon-AUA;02.01.2020;314;0,079037801
1188;Lissabon-AUA;03.01.2020;311,6666667;-0,007430998
1189;Lissabon-AUA;04.01.2020;252,3333333;-0,190374332
1190;Lissabon-AUA;05.01.2020;252,3333333;0
1191;Lissabon-AUA;06.01.2020;252;-0,001321004
1192;Lissabon-AUA;07.01.2020;253;0,003968254
1193;Lissabon-AUA;08.01.2020;253;0
1194;Lissabon-AUA;09.01.2020;253,6666667;0,002635046
1195;Lissabon-AUA;10.01.2020;310,3333333;0,223390276
1196;Lissabon-AUA;11.01.2020;433;0,395273899
1197;Lissabon-AUA;12.01.2020;442;0,020785219
1198;Lissabon-AUA;13.01.2020;445;0,00678733
1199;Lissabon-AUA;14.01.2020;445;0
1200;Lissabon-AUA;15.01.2020;487,3333333;0,095131086
1201;Lissabon-AUA;16.01.2020;554;0,136798906
1202;Lissabon-AUA;17.01.2020;556,6666667;0,004813478
1203;Lissabon-AUA;18.01.2020;551,6666667;-0,008982036
1204;Lissabon-AUA;19.01.2020;552,6666667;0,001812689
1205;Lissabon-LDM;01.08.2019;105;0
1206;Lissabon-LDM;02.08.2019;105;0
1207;Lissabon-LDM;03.08.2019;105;0
1208;Lissabon-LDM;04.08.2019;105;0
1209;Lissabon-LDM;05.08.2019;105;0
1210;Lissabon-LDM;06.08.2019;105;0
1211;Lissabon-LDM;07.08.2019;105;0
1212;Lissabon-LDM;08.08.2019;105;0
1213;Lissabon-LDM;09.08.2019;100,3333333;-0,044444444
1214;Lissabon-LDM;10.08.2019;88;-0,122923588
1215;Lissabon-LDM;11.08.2019;88;0
1216;Lissabon-LDM;12.08.2019;88;0
1217;Lissabon-LDM;13.08.2019;90,33333333;0,026515152
1218;Lissabon-LDM;14.08.2019;88;-0,025830258
1219;Lissabon-LDM;15.08.2019;86;-0,022727273
1220;Lissabon-LDM;16.08.2019;85,33333333;-0,007751938
1221;Lissabon-LDM;17.08.2019;86;0,0078125
1222;Lissabon-LDM;18.08.2019;86;0
1223;Lissabon-LDM;19.08.2019;84,66666667;-0,015503876
1224;Lissabon-LDM;20.08.2019;86;0,015748031
1225;Lissabon-LDM;21.08.2019;86;0
1226;Lissabon-LDM;22.08.2019;86;0
1227;Lissabon-LDM;23.08.2019;86;0
1228;Lissabon-LDM;24.08.2019;86;0
1229;Lissabon-LDM;25.08.2019;86;0
1230;Lissabon-LDM;26.08.2019;86;0
1231;Lissabon-LDM;27.08.2019;86;0
1232;Lissabon-LDM;28.08.2019;86;0
1233;Lissabon-LDM;29.08.2019;91,66666667;0,065891473
1234;Lissabon-LDM;30.08.2019;95;0,036363636
1235;Lissabon-LDM;31.08.2019;109;0,147368421
1236;Lissabon-LDM;01.09.2019;95;-0,128440367
1237;Lissabon-LDM;02.09.2019;97;0,021052632
1238;Lissabon-LDM;03.09.2019;95;-0,020618557
1239;Lissabon-LDM;04.09.2019;95;0
1240;Lissabon-LDM;05.09.2019;95;0
1241;Lissabon-LDM;06.09.2019;95;0
1242;Lissabon-LDM;07.09.2019;90,33333333;-0,049122807
1243;Lissabon-LDM;08.09.2019;88;-0,025830258
1244;Lissabon-LDM;09.09.2019;88;0
1245;Lissabon-LDM;10.09.2019;88;0
1246;Lissabon-LDM;11.09.2019;88;0
1247;Lissabon-LDM;12.09.2019;88;0
1248;Lissabon-LDM;13.09.2019;85;-0,034090909
1249;Lissabon-LDM;14.09.2019;79;-0,070588235
1250;Lissabon-LDM;15.09.2019;79;0
1251;Lissabon-LDM;16.09.2019;79;0
1252;Lissabon-LDM;17.09.2019;79;0
1253;Lissabon-LDM;18.09.2019;75;-0,050632911
1254;Lissabon-LDM;19.09.2019;81;0,08
1255;Lissabon-LDM;20.09.2019;81;0
1256;Lissabon-LDM;21.09.2019;92;0,135802469
1257;Lissabon-LDM;22.09.2019;92;0
1258;Lissabon-LDM;23.09.2019;98;0,065217391
1259;Lissabon-LDM;24.09.2019;110;0,12244898
1260;Lissabon-LDM;25.09.2019;110;0
1261;Lissabon-LDM;26.09.2019;110;0
1262;Lissabon-LDM;27.09.2019;109,3333333;-0,006060606
1263;Lissabon-LDM;28.09.2019;98;-0,103658537
1264;Lissabon-LDM;29.09.2019;84,33333333;-0,139455782
1265;Lissabon-LDM;30.09.2019;83;-0,015810277
1266;Lissabon-LDM;01.10.2019;86;0,036144578
1267;Lissabon-LDM;02.10.2019;86;0
1268;Lissabon-LDM;03.10.2019;96;0,11627907
1269;Lissabon-LDM;04.10.2019;96;0
1270;Lissabon-LDM;05.10.2019;102,3333333;0,065972222
1271;Lissabon-LDM;06.10.2019;106;0,035830619
1272;Lissabon-LDM;07.10.2019;106,6666667;0,006289308
1273;Lissabon-LDM;08.10.2019;98;-0,08125
1274;Lissabon-LDM;09.10.2019;77;-0,214285714
1275;Lissabon-LDM;10.10.2019;77;0
1276;Lissabon-LDM;11.10.2019;73,33333333;-0,047619048
1277;Lissabon-LDM;12.10.2019;66;-0,1
1278;Lissabon-LDM;13.10.2019;66;0
1279;Lissabon-LDM;14.10.2019;78,66666667;0,191919192
1280;Lissabon-LDM;15.10.2019;63;-0,199152542
1281;Lissabon-LDM;16.10.2019;57;-0,095238095
1282;Lissabon-LDM;17.10.2019;57;0
1283;Lissabon-LDM;18.10.2019;53,66666667;-0,058479532
1284;Lissabon-LDM;19.10.2019;52;-0,031055901
1285;Lissabon-LDM;20.10.2019;53,66666667;0,032051282
1286;Lissabon-LDM;21.10.2019;57;0,062111801
1287;Lissabon-LDM;22.10.2019;57;0
1288;Lissabon-LDM;23.10.2019;57;0
1289;Lissabon-LDM;24.10.2019;57;0
1290;Lissabon-LDM;25.10.2019;57;0
1291;Lissabon-LDM;26.10.2019;60;0,052631579
1292;Lissabon-LDM;27.10.2019;66;0,1
1293;Lissabon-LDM;28.10.2019;68;0,03030303
1294;Lissabon-LDM;29.10.2019;72;0,058823529
1295;Lissabon-LDM;30.10.2019;66;-0,083333333
1296;Lissabon-LDM;31.10.2019;67,66666667;0,025252525
1297;Lissabon-LDM;01.11.2019;71;0,049261084
1298;Lissabon-LDM;02.11.2019;71;0
1299;Lissabon-LDM;03.11.2019;83,66666667;0,178403756
1300;Lissabon-LDM;04.11.2019;91;0,087649402
1301;Lissabon-LDM;05.11.2019;91;0
1302;Lissabon-LDM;06.11.2019;111,6666667;0,227106227
1303;Lissabon-LDM;07.11.2019;91;-0,185074627
1304;Lissabon-LDM;08.11.2019;91;0
1305;Lissabon-LDM;09.11.2019;98,33333333;0,080586081
1306;Lissabon-LDM;10.11.2019;102;0,037288136
1307;Lissabon-LDM;11.11.2019;98;-0,039215686
1308;Lissabon-LDM;12.11.2019;87,66666667;-0,105442177
1309;Lissabon-LDM;13.11.2019;87,66666667;0
1310;Lissabon-LDM;14.11.2019;90,33333333;0,030418251
1311;Lissabon-LDM;15.11.2019;95,66666667;0,05904059
1312;Lissabon-LDM;16.11.2019;109,6666667;0,146341463
1313;Lissabon-LDM;17.11.2019;109,6666667;0
1314;Lissabon-LDM;18.11.2019;108,6666667;-0,009118541
1315;Lissabon-LDM;19.11.2019;108,6666667;0
1316;Lissabon-LDM;20.11.2019;112,3333333;0,033742331
1317;Lissabon-LDM;21.11.2019;118,3333333;0,053412463
1318;Lissabon-LDM;22.11.2019;122,3333333;0,033802817
1319;Lissabon-LDM;23.11.2019;103,3333333;-0,155313351
1320;Lissabon-LDM;24.11.2019;111,3333333;0,077419355
1321;Lissabon-LDM;25.11.2019;104;-0,065868263
1322;Lissabon-LDM;26.11.2019;102,3333333;-0,016025641
1323;Lissabon-LDM;27.11.2019;103;0,006514658
1324;Lissabon-LDM;28.11.2019;104;0,009708738
1325;Lissabon-LDM;29.11.2019;104;0
1326;Lissabon-LDM;30.11.2019;104;0
1327;Lissabon-LDM;01.12.2019;104;0
1328;Lissabon-LDM;02.12.2019;106,3333333;0,022435897
1329;Lissabon-LDM;03.12.2019;112,3333333;0,056426332
1330;Lissabon-LDM;04.12.2019;124;0,103857567
1331;Lissabon-LDM;05.12.2019;123,6666667;-0,002688172
1332;Lissabon-LDM;06.12.2019;124;0,002695418
1333;Lissabon-LDM;07.12.2019;123;-0,008064516
1334;Lissabon-LDM;08.12.2019;124;0,008130081
1335;Lissabon-LDM;09.12.2019;124;0
1336;Lissabon-LDM;10.12.2019;128;0,032258065
1337;Lissabon-LDM;11.12.2019;140,6666667;0,098958333
1338;Lissabon-LDM;12.12.2019;115;-0,182464455
1339;Lissabon-LDM;13.12.2019;112;-0,026086957
1340;Lissabon-LDM;14.12.2019;95;-0,151785714
1341;Lissabon-LDM;15.12.2019;94;-0,010526316
1342;Lissabon-LDM;16.12.2019;95;0,010638298
1343;Lissabon-LDM;17.12.2019;105,6666667;0,112280702
1344;Lissabon-LDM;18.12.2019;110;0,041009464
1345;Lissabon-LDM;19.12.2019;110;0
1346;Lissabon-LDM;20.12.2019;110;0
1347;Lissabon-LDM;21.12.2019;98;-0,109090909
1348;Lissabon-LDM;22.12.2019;98;0
1349;Lissabon-LDM;23.12.2019;93;-0,051020408
1350;Lissabon-LDM;24.12.2019;106;0,139784946
1351;Lissabon-LDM;25.12.2019;114,3333333;0,078616352
1352;Lissabon-LDM;26.12.2019;128;0,119533528
1353;Lissabon-LDM;27.12.2019;128;0
1354;Lissabon-LDM;28.12.2019;128;0
1355;Lissabon-LDM;29.12.2019;128;0
1356;Lissabon-LDM;30.12.2019;128;0
1357;Lissabon-LDM;31.12.2019;137,6666667;0,075520833
1358;Lissabon-LDM;01.01.2020;155;0,12590799
1359;Lissabon-LDM;02.01.2020;120,6666667;-0,221505376
1360;Lissabon-LDM;03.01.2020;92;-0,237569061
1361;Lissabon-LDM;04.01.2020;91;-0,010869565
1362;Lissabon-LDM;05.01.2020;98,66666667;0,084249084
1363;Lissabon-LDM;06.01.2020;112;0,135135135
1364;Lissabon-LDM;07.01.2020;115;0,026785714
1365;Lissabon-LDM;08.01.2020;125,3333333;0,089855072
1366;Lissabon-LDM;09.01.2020;140,6666667;0,122340426
1367;Lissabon-LDM;10.01.2020;177,3333333;0,260663507
1368;Lissabon-LDM;11.01.2020;206,3333333;0,163533835
1369;Lissabon-LDM;12.01.2020;228;0,105008078
1370;Lissabon-LDM;13.01.2020;195;-0,144736842
1371;Lissabon-LDM;14.01.2020;183,3333333;-0,05982906
1372;Lissabon-LDM;15.01.2020;161,3333333;-0,12
1373;Lissabon-LDM;16.01.2020;174,3333333;0,080578512
1374;Lissabon-LDM;17.01.2020;162;-0,070745698
1375;Lissabon-LDM;18.01.2020;186,6666667;0,152263374
1376;Lissabon-LDM;19.01.2020;224,3333333;0,201785714
1377;London-AUA;01.08.2019;104,6666667;0
1378;London-AUA;02.08.2019;102,6666667;-0,01910828
1379;London-AUA;03.08.2019;103;0,003246753
1380;London-AUA;04.08.2019;103;0
1381;London-AUA;05.08.2019;106,3333333;0,03236246
1382;London-AUA;06.08.2019;109,3333333;0,028213166
1383;London-AUA;07.08.2019;110,6666667;0,012195122
1384;London-AUA;08.08.2019;104;-0,060240964
1385;London-AUA;09.08.2019;102;-0,019230769
1386;London-AUA;10.08.2019;110;0,078431373
1387;London-AUA;11.08.2019;102;-0,072727273
1388;London-AUA;12.08.2019;102;0
1389;London-AUA;13.08.2019;105,3333333;0,032679739
1390;London-AUA;14.08.2019;102,6666667;-0,025316456
1391;London-AUA;15.08.2019;101;-0,016233766
1392;London-AUA;16.08.2019;103;0,01980198
1393;London-AUA;17.08.2019;102;-0,009708738
1394;London-AUA;18.08.2019;103,3333333;0,013071895
1395;London-AUA;19.08.2019;102;-0,012903226
1396;London-AUA;20.08.2019;102;0
1397;London-AUA;21.08.2019;102;0
1398;London-AUA;22.08.2019;102;0
1399;London-AUA;23.08.2019;102;0
1400;London-AUA;24.08.2019;102;0
1401;London-AUA;25.08.2019;102;0
1402;London-AUA;26.08.2019;102,3333333;0,003267974
1403;London-AUA;27.08.2019;102;-0,003257329
1404;London-AUA;28.08.2019;102;0
1405;London-AUA;29.08.2019;103;0,009803922
1406;London-AUA;30.08.2019;102,3333333;-0,006472492
1407;London-AUA;31.08.2019;102;-0,003257329
1408;London-AUA;01.09.2019;102;0
1409;London-AUA;02.09.2019;104;0,019607843
1410;London-AUA;03.09.2019;103;-0,009615385
1411;London-AUA;04.09.2019;104;0,009708738
1412;London-AUA;05.09.2019;102,3333333;-0,016025641
1413;London-AUA;06.09.2019;101;-0,013029316
1414;London-AUA;07.09.2019;101,6666667;0,00660066
1415;London-AUA;08.09.2019;102;0,003278689
1416;London-AUA;09.09.2019;102;0
1417;London-AUA;10.09.2019;102;0
1418;London-AUA;11.09.2019;102;0
1419;London-AUA;12.09.2019;102;0
1420;London-AUA;13.09.2019;102;0
1421;London-AUA;14.09.2019;102;0
1422;London-AUA;15.09.2019;102;0
1423;London-AUA;16.09.2019;102;0
1424;London-AUA;17.09.2019;102;0
1425;London-AUA;18.09.2019;102;0
1426;London-AUA;19.09.2019;102;0
1427;London-AUA;20.09.2019;102;0
1428;London-AUA;21.09.2019;102;0
1429;London-AUA;22.09.2019;102;0
1430;London-AUA;23.09.2019;102;0
1431;London-AUA;24.09.2019;102;0
1432;London-AUA;25.09.2019;102;0
1433;London-AUA;26.09.2019;102;0
1434;London-AUA;27.09.2019;102;0
1435;London-AUA;28.09.2019;102;0
1436;London-AUA;29.09.2019;102;0
1437;London-AUA;30.09.2019;102,3333333;0,003267974
1438;London-AUA;01.10.2019;102,3333333;0
1439;London-AUA;02.10.2019;102;-0,003257329
1440;London-AUA;03.10.2019;102,6666667;0,006535948
1441;London-AUA;04.10.2019;102,6666667;0
1442;London-AUA;05.10.2019;102;-0,006493506
1443;London-AUA;06.10.2019;102;0
1444;London-AUA;07.10.2019;102;0
1445;London-AUA;08.10.2019;102;0
1446;London-AUA;09.10.2019;102;0
1447;London-AUA;10.10.2019;102;0
1448;London-AUA;11.10.2019;101,3333333;-0,006535948
1449;London-AUA;12.10.2019;102;0,006578947
1450;London-AUA;13.10.2019;102;0
1451;London-AUA;14.10.2019;102;0
1452;London-AUA;15.10.2019;103;0,009803922
1453;London-AUA;16.10.2019;104;0,009708738
1454;London-AUA;17.10.2019;108;0,038461538
1455;London-AUA;18.10.2019;108;0
1456;London-AUA;19.10.2019;108;0
1457;London-AUA;20.10.2019;108;0
1458;London-AUA;21.10.2019;108;0
1459;London-AUA;22.10.2019;108;0
1460;London-AUA;23.10.2019;108;0
1461;London-AUA;24.10.2019;108;0
1462;London-AUA;25.10.2019;108;0
1463;London-AUA;26.10.2019;108;0
1464;London-AUA;27.10.2019;108;0
1465;London-AUA;28.10.2019;108;0
1466;London-AUA;29.10.2019;108;0
1467;London-AUA;30.10.2019;108;0
1468;London-AUA;31.10.2019;108,6666667;0,00617284
1469;London-AUA;01.11.2019;109;0,003067485
1470;London-AUA;02.11.2019;109;0
1471;London-AUA;03.11.2019;109;0
1472;London-AUA;04.11.2019;108,3333333;-0,006116208
1473;London-AUA;05.11.2019;108;-0,003076923
1474;London-AUA;06.11.2019;108;0
1475;London-AUA;07.11.2019;108;0
1476;London-AUA;08.11.2019;105;-0,027777778
1477;London-AUA;09.11.2019;105;0
1478;London-AUA;10.11.2019;105;0
1479;London-AUA;11.11.2019;105;0
1480;London-AUA;12.11.2019;105;0
1481;London-AUA;13.11.2019;105;0
1482;London-AUA;14.11.2019;105;0
1483;London-AUA;15.11.2019;105;0
1484;London-AUA;16.11.2019;105;0
1485;London-AUA;17.11.2019;105;0
1486;London-AUA;18.11.2019;105;0
1487;London-AUA;19.11.2019;105;0
1488;London-AUA;20.11.2019;105;0
1489;London-AUA;21.11.2019;105,3333333;0,003174603
1490;London-AUA;22.11.2019;104,6666667;-0,006329114
1491;London-AUA;23.11.2019;149;0,423566879
1492;London-AUA;24.11.2019;149;0
1493;London-AUA;25.11.2019;149,3333333;0,002237136
1494;London-AUA;26.11.2019;150;0,004464286
1495;London-AUA;27.11.2019;150;0
1496;London-AUA;28.11.2019;150;0
1497;London-AUA;29.11.2019;150;0
1498;London-AUA;30.11.2019;150;0
1499;London-AUA;01.12.2019;150;0
1500;London-AUA;02.12.2019;150;0
1501;London-AUA;03.12.2019;150;0
1502;London-AUA;04.12.2019;180;0,2
1503;London-AUA;05.12.2019;180;0
1504;London-AUA;06.12.2019;180;0
1505;London-AUA;07.12.2019;180;0
1506;London-AUA;08.12.2019;180;0
1507;London-AUA;09.12.2019;180;0
1508;London-AUA;10.12.2019;179,3333333;-0,003703704
1509;London-AUA;11.12.2019;179;-0,001858736
1510;London-AUA;12.12.2019;179,6666667;0,003724395
1511;London-AUA;13.12.2019;151;-0,159554731
1512;London-AUA;14.12.2019;151;0
1513;London-AUA;15.12.2019;151;0
1514;London-AUA;16.12.2019;175;0,158940397
1515;London-AUA;17.12.2019;175,3333333;0,001904762
1516;London-AUA;18.12.2019;185;0,05513308
1517;London-AUA;19.12.2019;204,6666667;0,106306306
1518;London-AUA;20.12.2019;204,6666667;0
1519;London-AUA;21.12.2019;204;-0,003257329
1520;London-AUA;22.12.2019;204;0
1521;London-AUA;23.12.2019;203,6666667;-0,001633987
1522;London-AUA;24.12.2019;204;0,001636661
1523;London-AUA;25.12.2019;203;-0,004901961
1524;London-AUA;26.12.2019;203;0
1525;London-AUA;27.12.2019;203;0
1526;London-AUA;28.12.2019;203;0
1527;London-AUA;29.12.2019;203;0
1528;London-AUA;30.12.2019;203;0
1529;London-AUA;31.12.2019;204;0,004926108
1530;London-AUA;01.01.2020;204;0
1531;London-AUA;02.01.2020;206;0,009803922
1532;London-AUA;03.01.2020;175;-0,150485437
1533;London-AUA;04.01.2020;175;0
1534;London-AUA;05.01.2020;175;0
1535;London-AUA;06.01.2020;175;0
1536;London-AUA;07.01.2020;204,6666667;0,16952381
1537;London-AUA;08.01.2020;204,6666667;0
1538;London-AUA;09.01.2020;197,3333333;-0,035830619
1539;London-AUA;10.01.2020;181;-0,08277027
1540;London-AUA;11.01.2020;181;0
1541;London-AUA;12.01.2020;181;0
1542;London-AUA;13.01.2020;181;0
1543;London-AUA;14.01.2020;180,3333333;-0,003683241
1544;London-AUA;15.01.2020;153,3333333;-0,149722736
1545;London-AUA;16.01.2020;180;0,173913043
1546;London-AUA;17.01.2020;188;0,044444444
1547;London-AUA;18.01.2020;205;0,090425532
1548;London-AUA;19.01.2020;205;0
1549;London-BAW;01.08.2019;98;0
1550;London-BAW;02.08.2019;98;0
1551;London-BAW;03.08.2019;98,33333333;0,003401361
1552;London-BAW;04.08.2019;98;-0,003389831
1553;London-BAW;05.08.2019;98,33333333;0,003401361
1554;London-BAW;06.08.2019;98;-0,003389831
1555;London-BAW;07.08.2019;98;0
1556;London-BAW;08.08.2019;98;0
1557;London-BAW;09.08.2019;118;0,204081633
1558;London-BAW;10.08.2019;98;-0,169491525
1559;London-BAW;11.08.2019;98;0
1560;London-BAW;12.08.2019;98;0
1561;London-BAW;13.08.2019;97;-0,010204082
1562;London-BAW;14.08.2019;97;0
1563;London-BAW;15.08.2019;97;0
1564;London-BAW;16.08.2019;97;0
1565;London-BAW;17.08.2019;98;0,010309278
1566;London-BAW;18.08.2019;98;0
1567;London-BAW;19.08.2019;98;0
1568;London-BAW;20.08.2019;98;0
1569;London-BAW;21.08.2019;98;0
1570;London-BAW;22.08.2019;101,3333333;0,034013605
1571;London-BAW;23.08.2019;99,66666667;-0,016447368
1572;London-BAW;24.08.2019;98;-0,016722408
1573;London-BAW;25.08.2019;98;0
1574;London-BAW;26.08.2019;98;0
1575;London-BAW;27.08.2019;98;0
1576;London-BAW;28.08.2019;98;0
1577;London-BAW;29.08.2019;98;0
1578;London-BAW;30.08.2019;98;0
1579;London-BAW;31.08.2019;98;0
1580;London-BAW;01.09.2019;98;0
1581;London-BAW;02.09.2019;98;0
1582;London-BAW;03.09.2019;101,3333333;0,034013605
1583;London-BAW;04.09.2019;103;0,016447368
1584;London-BAW;05.09.2019;99,66666667;-0,03236246
1585;London-BAW;06.09.2019;98;-0,016722408
1586;London-BAW;07.09.2019;98,66666667;0,006802721
1587;London-BAW;08.09.2019;99;0,003378378
1588;London-BAW;09.09.2019;99;0
1589;London-BAW;10.09.2019;99;0
1590;London-BAW;11.09.2019;99;0
1591;London-BAW;12.09.2019;99;0
1592;London-BAW;13.09.2019;99;0
1593;London-BAW;14.09.2019;99;0
1594;London-BAW;15.09.2019;99;0
1595;London-BAW;16.09.2019;96,33333333;-0,026936027
1596;London-BAW;17.09.2019;95;-0,01384083
1597;London-BAW;18.09.2019;95;0
1598;London-BAW;19.09.2019;100;0,052631579
1599;London-BAW;20.09.2019;100;0
1600;London-BAW;21.09.2019;100;0
1601;London-BAW;22.09.2019;100;0
1602;London-BAW;23.09.2019;100;0
1603;London-BAW;24.09.2019;100;0
1604;London-BAW;25.09.2019;100;0
1605;London-BAW;26.09.2019;100;0
1606;London-BAW;27.09.2019;100;0
1607;London-BAW;28.09.2019;100;0
1608;London-BAW;29.09.2019;100;0
1609;London-BAW;30.09.2019;100;0
1610;London-BAW;01.10.2019;100;0
1611;London-BAW;02.10.2019;100;0
1612;London-BAW;03.10.2019;100;0
1613;London-BAW;04.10.2019;104;0,04
1614;London-BAW;05.10.2019;106;0,019230769
1615;London-BAW;06.10.2019;106;0
1616;London-BAW;07.10.2019;106;0
1617;London-BAW;08.10.2019;106;0
1618;London-BAW;09.10.2019;106;0
1619;London-BAW;10.10.2019;106;0
1620;London-BAW;11.10.2019;106;0
1621;London-BAW;12.10.2019;106;0
1622;London-BAW;13.10.2019;106;0
1623;London-BAW;14.10.2019;106;0
1624;London-BAW;15.10.2019;107;0,009433962
1625;London-BAW;16.10.2019;106;-0,009345794
1626;London-BAW;17.10.2019;107;0,009433962
1627;London-BAW;18.10.2019;107;0
1628;London-BAW;19.10.2019;107;0
1629;London-BAW;20.10.2019;107;0
1630;London-BAW;21.10.2019;107;0
1631;London-BAW;22.10.2019;107;0
1632;London-BAW;23.10.2019;107;0
1633;London-BAW;24.10.2019;112;0,046728972
1634;London-BAW;25.10.2019;112;0
1635;London-BAW;26.10.2019;112;0
1636;London-BAW;27.10.2019;112;0
1637;London-BAW;28.10.2019;112;0
1638;London-BAW;29.10.2019;112;0
1639;London-BAW;30.10.2019;108,6666667;-0,029761905
1640;London-BAW;31.10.2019;112;0,030674847
1641;London-BAW;01.11.2019;112;0
1642;London-BAW;02.11.2019;112;0
1643;London-BAW;03.11.2019;112;0
1644;London-BAW;04.11.2019;112;0
1645;London-BAW;05.11.2019;112;0
1646;London-BAW;06.11.2019;112;0
1647;London-BAW;07.11.2019;112;0
1648;London-BAW;08.11.2019;109;-0,026785714
1649;London-BAW;09.11.2019;109;0
1650;London-BAW;10.11.2019;109;0
1651;London-BAW;11.11.2019;109;0
1652;London-BAW;12.11.2019;109;0
1653;London-BAW;13.11.2019;109;0
1654;London-BAW;14.11.2019;102;-0,064220183
1655;London-BAW;15.11.2019;108;0,058823529
1656;London-BAW;16.11.2019;108;0
1657;London-BAW;17.11.2019;108;0
1658;London-BAW;18.11.2019;108;0
1659;London-BAW;19.11.2019;108;0
1660;London-BAW;20.11.2019;108;0
1661;London-BAW;21.11.2019;108;0
1662;London-BAW;22.11.2019;108;0
1663;London-BAW;23.11.2019;108;0
1664;London-BAW;24.11.2019;108;0
1665;London-BAW;25.11.2019;108;0
1666;London-BAW;26.11.2019;108;0
1667;London-BAW;27.11.2019;108;0
1668;London-BAW;28.11.2019;108;0
1669;London-BAW;29.11.2019;108;0
1670;London-BAW;30.11.2019;108;0
1671;London-BAW;01.12.2019;108;0
1672;London-BAW;02.12.2019;108;0
1673;London-BAW;03.12.2019;108;0
1674;London-BAW;04.12.2019;108;0
1675;London-BAW;05.12.2019;114;0,055555556
1676;London-BAW;06.12.2019;114;0
1677;London-BAW;07.12.2019;114;0
1678;London-BAW;08.12.2019;114;0
1679;London-BAW;09.12.2019;114;0
1680;London-BAW;10.12.2019;114;0
1681;London-BAW;11.12.2019;114;0
1682;London-BAW;12.12.2019;114;0
1683;London-BAW;13.12.2019;114;0
1684;London-BAW;14.12.2019;114;0
1685;London-BAW;15.12.2019;114;0
1686;London-BAW;16.12.2019;114;0
1687;London-BAW;17.12.2019;114,6666667;0,005847953
1688;London-BAW;18.12.2019;114;-0,005813953
1689;London-BAW;19.12.2019;114;0
1690;London-BAW;20.12.2019;114;0
1691;London-BAW;21.12.2019;114;0
1692;London-BAW;22.12.2019;114;0
1693;London-BAW;23.12.2019;113;-0,00877193
1694;London-BAW;24.12.2019;114;0,008849558
1695;London-BAW;25.12.2019;113;-0,00877193
1696;London-BAW;26.12.2019;113;0
1697;London-BAW;27.12.2019;113;0
1698;London-BAW;28.12.2019;119;0,053097345
1699;London-BAW;29.12.2019;119;0
1700;London-BAW;30.12.2019;119;0
1701;London-BAW;31.12.2019;119;0
1702;London-BAW;01.01.2020;119;0
1703;London-BAW;02.01.2020;120;0,008403361
1704;London-BAW;03.01.2020;119,3333333;-0,005555556
1705;London-BAW;04.01.2020;119;-0,002793296
1706;London-BAW;05.01.2020;119;0
1707;London-BAW;06.01.2020;119,6666667;0,005602241
1708;London-BAW;07.01.2020;119;-0,005571031
1709;London-BAW;08.01.2020;118;-0,008403361
1710;London-BAW;09.01.2020;114;-0,033898305
1711;London-BAW;10.01.2020;114;0
1712;London-BAW;11.01.2020;117;0,026315789
1713;London-BAW;12.01.2020;127;0,085470085
1714;London-BAW;13.01.2020;127;0
1715;London-BAW;14.01.2020;139,6666667;0,099737533
1716;London-BAW;15.01.2020;145;0,038186158
1717;London-BAW;16.01.2020;145,6666667;0,004597701
1718;London-BAW;17.01.2020;145,3333333;-0,00228833
1719;London-BAW;18.01.2020;126;-0,133027523
1720;London-BAW;19.01.2020;126;0
1721;New York-AUA;01.08.2019;574;0
1722;New York-AUA;02.08.2019;791,3333333;0,378629501
1723;New York-AUA;03.08.2019;797;0,00716091
1724;New York-AUA;04.08.2019;797;0
1725;New York-AUA;05.08.2019;801,3333333;0,005437056
1726;New York-AUA;06.08.2019;490,6666667;-0,387687188
1727;New York-AUA;07.08.2019;448,6666667;-0,085597826
1728;New York-AUA;08.08.2019;424;-0,054977712
1729;New York-AUA;09.08.2019;448,6666667;0,058176101
1730;New York-AUA;10.08.2019;422;-0,059435364
1731;New York-AUA;11.08.2019;421;-0,002369668
1732;New York-AUA;12.08.2019;422;0,002375297
1733;New York-AUA;13.08.2019;424;0,004739336
1734;New York-AUA;14.08.2019;424;0
1735;New York-AUA;15.08.2019;424;0
1736;New York-AUA;16.08.2019;424;0
1737;New York-AUA;17.08.2019;423,3333333;-0,001572327
1738;New York-AUA;18.08.2019;424;0,001574803
1739;New York-AUA;19.08.2019;421,6666667;-0,005503145
